Time,Tupper_H0,Tlower_H0,Tupper_H1,Tlower_H1,Tupper_H2,Tlower_H2,Tupper_H3,Tlower_H3,Tupper_H4,Tlower_H4,Tupper_H5,Tlower_H5,Tupper_H6,Tlower_H6,Tupper_H7,Tlower_H7,Tupper_H8,Tlower_H8,Tupper_H9,Tlower_H9,Tupper_H10,Tlower_H10,Tupper_H11,Tlower_H11,Tupper_H12,Tlower_H12,Tupper_H13,Tlower_H13,Tupper_H14,Tlower_H14,Tupper_H15,Tlower_H15
778,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
779,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
780,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
781,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
782,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
783,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
784,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
785,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
786,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
787,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
788,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
789,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
790,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
791,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
792,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
793,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
794,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
795,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
796,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
797,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
798,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
799,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
800,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
801,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
802,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
803,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00,0.90,0.00
804,0.46,0.00,0.29,0.00,0.21,0.00,0.24,0.00,0.34,0.00,0.95,0.00,0.95,0.00,0.96,0.00,0.95,0.00,0.95,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00
805,0.51,0.00,0.34,0.00,0.25,0.00,0.29,0.00,0.39,0.00,0.95,0.00,0.95,0.00,0.96,0.00,0.95,0.00,0.95,0.00,0.95,0.00,0.95,0.00,0.96,0.00,0.95,0.00,0.95,0.00,1.00,0.00
806,0.56,0.00,0.40,0.00,0.29,0.00,0.35,0.00,0.45,0.00,0.90,0.00,0.90,0.00,0.96,0.00,0.90,0.00,0.95,0.00,0.95,0.00,0.95,0.00,0.96,0.00,0.95,0.00,0.95,0.00,0.95,0.00
807,0.56,0.00,0.45,0.00,0.35,0.00,0.40,0.00,0.50,0.00,0.90,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.96,0.00,0.90,0.00,0.95,0.00,0.95,0.00
808,0.56,0.00,0.51,0.00,0.40,0.00,0.46,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.95,0.00,0.90,0.00
809,0.56,0.00,0.56,0.00,0.46,0.00,0.51,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.91,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.95,0.00,0.85,0.00
810,0.56,0.00,0.56,0.00,0.51,0.00,0.57,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
811,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
812,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
813,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
814,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
815,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
816,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
817,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
818,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
819,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
820,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
821,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
822,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
823,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
824,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
825,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
826,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
827,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
828,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
829,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
830,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
831,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
832,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
833,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
834,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
835,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
836,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
837,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
838,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
839,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
840,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
841,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
842,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
843,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
844,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
845,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
846,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
847,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
848,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
849,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
850,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
851,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
852,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
853,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
854,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
855,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
856,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
857,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
858,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
859,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
860,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
861,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
862,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
863,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
864,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
865,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
866,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
867,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
868,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.90,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
869,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.91,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
870,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.91,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
871,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.91,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
872,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.91,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
873,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.91,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
874,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.91,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
875,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.91,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
876,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.91,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
877,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.91,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
878,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.91,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
879,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.91,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
880,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.91,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
881,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.91,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
882,0.56,0.00,0.56,0.00,0.56,0.00,0.62,0.00,0.56,0.00,0.90,0.00,0.85,0.00,0.86,0.00,0.85,0.00,0.90,0.00,0.95,0.00,0.91,0.00,0.91,0.00,0.90,0.00,0.90,0.00,0.85,0.00
